X,Y,Z
56,148,-196
66,128,-214
50,148,-210
52,158,-202
54,152,-200
50,156,-192
40,174,-172
52,162,-176
52,150,-180
52,150,-178
52,150,-192
50,142,-196
68,130,-216
50,142,-208
50,148,-208
48,150,-204
52,152,-194
48,144,-202
54,132,-220
52,142,-212
54,156,-204
50,152,-180
56,156,-190
50,144,-198
68,136,-228
54,146,-208
46,158,-206
50,154,-210
52,152,-196
50,166,-178
40,166,-168
50,160,-176
52,156,-192
54,150,-188
52,152,-192
66,138,-220
64,140,-210
48,154,-202
50,148,-200
54,150,-192
58,172,-172
56,154,-172
50,152,-180
52,150,-188
50,156,-198
44,162,-202
34,160,-226
48,156,-198
50,150,-194
50,154,-198
52,152,-194
62,142,-166
56,142,-178
52,154,-190
54,154,-176
52,150,-182
44,162,-202
42,158,-220
52,154,-190
52,154,-186
56,150,-194
56,150,-198
70,134,-194
62,134,-204
58,150,-204
50,150,-202
52,152,-194
44,168,-176
50,166,-176
52,146,-210
46,148,-210
50,152,-200
52,156,-196
46,164,-180
38,164,-180
54,158,-182
54,150,-186
54,156,-186
52,150,-206
42,142,-218
52,162,-214
56,154,-184
50,152,-198
56,152,-200
48,152,-196
56,150,-192
52,144,-194
48,168,-192
64,134,-170
48,134,-212
48,164,-190
58,138,-208
52,148,-212
52,160,-184
50,152,-192
50,150,-200
52,142,-188
52,150,-198
52,146,-188
50,152,-196
54,152,-198
48,146,-192
48,166,-202
64,136,-176
62,132,-212
36,158,-204
52,154,-172
52,142,-206
50,160,-186
48,152,-182
52,148,-204
56,150,-178
50,154,-198
52,152,-184
52,152,-192
56,152,-196
50,158,-202
48,160,-178
36,170,-198
58,150,-172
54,146,-208
52,154,-180
54,152,-208
56,150,-188
50,150,-202
50,156,-184
50,152,-196
54,146,-192
48,162,-200
54,168,-180
64,140,-166
42,156,-212
48,158,-184
60,142,-206
56,156,-210
46,152,-176
52,152,-200
52,150,-188
52,158,-206
54,154,-192
56,154,-200
50,152,-194
48,148,-192
50,164,-196
62,164,-178
62,134,-166
42,156,-212
46,162,-182
58,140,-208
54,156,-186
50,154,-180
54,154,-202
54,150,-184
52,150,-198
48,156,-198
50,150,-190
54,152,-192
56,148,-192
50,150,-196
54,158,-198
62,160,-190
64,136,-172
32,160,-204
48,164,-186
50,152,-180
54,148,-192
54,150,-192
44,164,-182
38,156,-188
48,160,-192
56,156,-194
58,150,-186
52,142,-198
64,134,-210
60,142,-204
48,152,-208
56,152,-210
56,150,-198
58,164,-172
48,162,-180
54,160,-180
48,154,-186
56,148,-192
48,162,-206
28,154,-222
50,164,-188
54,150,-180
54,152,-186
50,146,-198
66,132,-204
62,138,-210
54,154,-208
54,156,-192
54,152,-192
48,166,-200
32,172,-186
54,156,-196
50,152,-184
50,150,-190
56,142,-192
70,132,-212
64,142,-212
50,152,-206
48,158,-210
54,146,-196
50,164,-178
58,144,-194
48,154,-176
56,152,-190
56,152,-194
52,158,-198
34,162,-182
52,160,-192
50,150,-204
50,154,-200
56,152,-200
46,168,-178
44,168,-172
54,154,-182
50,152,-184
46,150,-186
50,148,-200
64,138,-186
64,140,-188
50,154,-204
52,154,-196
46,156,-188
38,162,-178
38,162,-176
50,162,-184
56,156,-190
52,148,-186
50,146,-194
70,132,-218
54,142,-214
50,152,-212
50,148,-200
50,160,-190
40,160,-174
42,166,-184
56,162,-184
52,148,-180
56,154,-192
48,162,-190
34,154,-212
48,160,-202
52,150,-194
50,150,-198
60,150,-196
62,144,-182
64,138,-182
52,154,-200
50,152,-210
54,150,-200
64,152,-164
64,138,-206
52,156,-208
54,150,-202
50,154,-192
46,164,-178
34,162,-176
54,156,-180
54,152,-204
52,144,-212
50,152,-194
48,160,-180
50,160,-186
48,154,-180
58,148,-180
52,154,-190
52,142,-192
34,162,-184
54,156,-184
56,150,-186
56,146,-184
50,156,-202
42,146,-218
56,156,-206
56,152,-208
52,154,-200
60,144,-194
64,140,-170
58,140,-172
48,156,-192
50,154,-180
52,152,-192
48,164,-192
30,152,-220
52,160,-188
58,146,-188
52,154,-180
56,144,-198
70,134,-218
56,148,-210
46,154,-206
50,154,-202
48,148,-192
58,174,-172
56,156,-180
52,150,-174
54,148,-180
58,148,-190
62,152,-192
40,168,-178
32,166,-184
50,162,-184
54,150,-190
50,152,-188
56,152,-192
62,142,-178
60,142,-194
54,154,-182
48,148,-184
52,154,-186
56,154,-196
62,170,-174
56,150,-176
48,152,-176
48,148,-188
52,152,-196
46,170,-180
48,166,-176
52,150,-178
54,150,-192
50,156,-192
48,162,-178
48,162,-180
50,152,-182
48,150,-190
52,150,-194
42,164,-178
32,166,-186
54,154,-182
48,152,-186
50,152,-196
58,146,-200
64,140,-192
60,140,-198
50,152,-202
54,150,-184
50,154,-190
50,164,-200
42,152,-220
54,152,-208
48,150,-198
54,150,-206
52,148,-192
44,166,-180
44,164,-180
54,154,-190
56,150,-184
56,150,-186
52,146,-198
40,146,-212
56,142,-212
50,156,-200
50,148,-186
52,152,-196
48,164,-202
34,162,-214
50,160,-218
54,148,-196
54,154,-188
56,142,-196
64,128,-208
60,138,-208
56,148,-204
50,152,-200
50,154,-194
46,164,-176
48,162,-180
54,158,-184
58,144,-196
56,146,-192
42,162,-178
54,134,-224
56,142,-218
52,156,-204
50,146,-208
54,150,-194
46,168,-178
46,164,-180
50,160,-186
50,152,-186
50,156,-200
54,158,-206
58,158,-168
54,148,-178
48,150,-178
48,152,-186
54,150,-186
48,144,-196
50,134,-210
50,146,-208
56,150,-198
52,148,-204
56,148,-200
62,152,-170
56,156,-180
52,152,-182
46,166,-184
56,150,-184
48,146,-194
48,160,-200
46,160,-200
60,136,-166
66,130,-190
30,160,-208
46,166,-168
52,146,-206
52,152,-190
52,154,-182
52,152,-198
56,158,-188
54,154,-192
52,150,-192
56,148,-184
50,154,-194
48,154,-198
52,158,-198
50,166,-190
66,132,-204
34,166,-196
48,166,-186
56,140,-206
50,152,-214
48,156,-176
52,152,-208
54,152,-184
50,144,-202
52,150,-192
54,150,-192
50,146,-192
52,146,-194
48,162,-202
46,162,-196
64,136,-168
42,144,-214
40,164,-200
64,138,-178
52,146,-210
54,156,-190
52,152,-178
54,150,-208
48,150,-180
50,148,-196
52,152,-198
52,148,-192
50,152,-192
50,148,-196
50,160,-196
60,164,-198
58,142,-172
52,134,-210
30,162,-176
54,150,-214
52,156,-184
50,152,-180
50,154,-176
52,152,-190
46,158,-200
40,160,-218
52,154,-192
56,156,-186
52,150,-192
52,150,-202
72,132,-218
52,158,-216
46,158,-202
50,146,-210
52,152,-192
44,170,-178
46,168,-176
50,152,-200
52,150,-202
52,158,-192
42,164,-178
44,164,-182
50,152,-180
56,148,-186
46,152,-192
44,144,-200
44,152,-220
54,158,-216
52,156,-202
50,150,-188
56,146,-196
70,134,-212
56,138,-212
50,154,-204
50,152,-196
48,154,-196
42,168,-180
48,166,-172
50,162,-188
50,154,-178
50,150,-196
50,160,-184
38,158,-216
54,156,-200
56,148,-192
48,152,-200
46,160,-200
42,170,-184
46,170,-186
52,154,-194
48,152,-200
52,152,-198
52,154,-192
52,150,-196
64,168,-170
44,168,-184
54,156,-194
48,152,-200
48,148,-194
46,154,-192
44,160,-180
24,150,-218
56,142,-210
52,152,-206
52,152,-192
52,146,-184
52,146,-198
68,132,-206
60,144,-184
52,154,-178
52,150,-186
52,150,-194
50,160,-192
44,164,-194
30,144,-214
54,142,-210
50,154,-202
50,154,-184
54,152,-184
54,150,-200
60,166,-176
42,166,-212
54,158,-198
50,154,-208
54,152,-200
48,152,-192
56,148,-192
68,170,-174
58,168,-186
58,164,-194
54,158,-190
50,160,-194
52,160,-222
64,164,-200
56,158,-200
78,142,-226
72,164,-222
66,180,-194
64,178,-208
56,160,-184
38,142,-186
28,126,-178
22,128,-194
16,126,-194
14,160,-204
38,174,-184
36,132,-212
26,158,-194
64,136,-184
54,140,-210
62,166,-182
64,166,-186
64,162,-192
70,156,-182
56,152,-198
48,150,-182
44,146,-184
44,142,-192
42,144,-192
36,160,-196
30,164,-178
58,130,-160
40,144,-212
46,162,-190
64,138,-202
64,156,-208
64,160,-178
58,156,-194
54,150,-200
54,150,-192
56,148,-200
52,146,-188
54,150,-192
56,148,-198
56,138,-194
54,152,-198
68,134,-168
48,154,-208
56,160,-176
66,136,-206
62,142,-204
58,150,-186
52,144,-180
54,148,-198
54,140,-198
48,146,-200
52,150,-198
50,146,-192
48,144,-194
58,170,-178
64,136,-174
32,160,-206
62,144,-206
62,156,-214
54,156,-182
56,154,-208
52,146,-188
50,150,-208
46,152,-186
52,150,-196
48,152,-192
40,166,-206
56,158,-180
68,134,-192
34,164,-202
54,172,-180
60,144,-210
54,160,-204
54,156,-184
48,162,-208
54,162,-194
52,152,-184
44,150,-212
44,154,-204
46,156,-184
48,154,-200
48,152,-196
48,164,-204
46,170,-184
62,138,-180
42,150,-226
44,166,-198
62,142,-208
52,150,-212
48,166,-188
56,154,-204
52,162,-190
54,150,-192
52,152,-200
50,152,-192
52,158,-200
56,150,-196
48,172,-182
64,134,-178
38,158,-210
58,144,-184
48,148,-206
52,158,-186
56,152,-206
56,144,-176
54,152,-196
54,154,-184
56,154,-194
62,150,-192
60,144,-194
62,168,-186
70,132,-168
48,160,-192
70,144,-180
58,146,-202
50,152,-176
46,150,-200
42,148,-186
44,140,-178
42,144,-198
44,150,-186
46,154,-186
50,156,-190
56,150,-188
56,158,-194
60,172,-176
72,136,-174
32,156,-200
46,170,-174
58,138,-204
44,152,-182
44,150,-172
42,146,-206
42,144,-184
42,154,-200
44,156,-200
46,152,-184
58,146,-196
48,146,-200
62,164,-206
62,144,-174
62,134,-206
38,164,-182
58,146,-200
54,150,-214
54,156,-192
56,152,-194
52,150,-202
48,158,-192
48,158,-194
56,148,-200
52,158,-204
64,152,-180
64,136,-194
40,166,-204
60,142,-210
52,164,-208
50,154,-188
50,154,-206
46,160,-184
48,156,-200
52,156,-192
52,158,-200
50,158,-198
56,148,-194
48,168,-210
62,172,-186
64,142,-180
46,160,-220
38,168,-196
64,140,-194
48,150,-208
52,156,-186
48,156,-194
52,150,-202
50,150,-190
48,158,-204
48,154,-192
50,158,-188
54,152,-192
52,148,-190
54,150,-198
48,172,-186
62,136,-170
52,136,-206
52,164,-172
46,152,-178
56,146,-204
56,148,-178
50,150,-194
42,162,-190
32,158,-202
62,136,-208
52,154,-200
54,154,-178
56,148,-192
46,162,-194
38,164,-186
52,158,-172
52,146,-178
52,146,-186
48,156,-194
44,136,-216
56,152,-210
52,150,-186
54,144,-184
50,144,-196
48,138,-224
52,152,-206
54,146,-196
52,152,-200
62,144,-196
64,140,-186
60,140,-194
52,148,-192
50,152,-174
54,150,-194
48,162,-200
40,158,-200
54,152,-208
56,150,-196
50,146,-184
60,144,-198
64,138,-194
64,142,-180
50,156,-190
50,152,-182
52,154,-186
52,142,-200
52,134,-216
58,140,-210
52,154,-196
52,156,-198
58,146,-198
68,136,-212
62,142,-210
48,156,-204
50,148,-202
48,152,-192
60,160,-170
52,152,-178
52,156,-180
46,156,-182
52,148,-186
50,146,-196
64,140,-192
60,140,-204
48,152,-206
52,154,-206
50,152,-192
54,158,-168
54,160,-182
50,152,-176
52,152,-186
48,156,-196
46,166,-208
66,136,-216
48,152,-206
54,156,-208
50,150,-200
48,152,-192
62,154,-170
68,142,-178
48,154,-184
58,152,-178
54,154,-188
48,160,-204
42,156,-226
54,154,-206
54,150,-200
56,152,-204
56,146,-194
64,152,-170
60,142,-192
46,158,-192
50,152,-180
50,152,-184
44,140,-200
44,150,-218
52,158,-208
52,150,-196
52,152,-186
58,144,-194
54,134,-206
58,138,-208
52,150,-208
50,152,-200
52,152,-192
48,164,-200
38,158,-198
54,156,-184
52,150,-186
50,156,-194
52,148,-194
64,128,-212
56,142,-212
48,152,-210
50,158,-206
50,146,-196
62,170,-170
48,164,-180
52,146,-178
50,162,-186
54,150,-186
46,152,-202
70,134,-224
54,142,-208
44,150,-202
52,154,-200
58,152,-198
62,144,-176
62,142,-196
44,154,-200
54,150,-192
52,158,-198
46,158,-182
32,160,-202
50,152,-192
50,152,-188
56,152,-186
44,146,-200
44,148,-220
54,150,-218
52,150,-202
50,156,-204
58,152,-202
60,142,-188
64,144,-182
56,148,-206
56,152,-202
54,154,-196
42,170,-180
44,166,-200
56,160,-194
50,156,-190
54,154,-198
52,152,-194
64,132,-208
58,140,-206
54,154,-200
58,150,-204
48,156,-194
46,164,-182
34,160,-192
48,156,-194
52,146,-210
48,150,-202
52,154,-194
44,168,-182
32,156,-216
50,156,-192
52,150,-182
48,152,-200
46,164,-184
58,156,-176
46,154,-178
48,152,-194
52,154,-192
48,166,-196
40,166,-180
52,156,-190
52,154,-188
54,154,-202
58,148,-196
64,142,-192
60,140,-192
50,154,-200
52,148,-200
50,154,-200
46,164,-178
44,164,-180
56,160,-182
54,154,-188
48,148,-186
52,142,-202
56,130,-218
56,144,-208
48,152,-202
56,150,-188
50,152,-190
46,168,-176
48,160,-180
54,160,-188
54,148,-182
54,146,-188
56,146,-202
62,168,-170
54,152,-182
54,156,-186
52,146,-182
56,150,-196
46,164,-192
34,158,-214
46,158,-184
54,154,-188
54,146,-184
56,142,-194
64,138,-208
60,146,-210
50,154,-208
54,148,-202
56,150,-194
58,174,-172
56,152,-178
52,150,-176
54,148,-194
52,156,-192
44,160,-178
40,164,-172
54,162,-180
52,154,-186
48,148,-192
60,148,-194
66,128,-212
62,132,-200
54,156,-202
48,156,-192
50,160,-200
50,166,-188
40,166,-192
62,170,-196
64,156,-192
68,160,-200
64,172,-206
58,176,-188
58,164,-184
52,152,-184
44,150,-180
36,132,-196
52,122,-210
26,134,-210
28,146,-204
32,148,-198
44,146,-206
40,164,-180
38,164,-176
48,152,-178
58,160,-186
58,156,-182
58,150,-194
48,142,-214
54,146,-206
42,154,-192
44,148,-180
44,144,-194
62,132,-202
58,142,-178
44,156,-180
54,152,-176
56,150,-192
48,146,-192
48,138,-214
56,148,-208
52,150,-202
52,152,-194
56,142,-190
64,130,-194
64,136,-194
52,150,-200
58,152,-188
56,148,-192
54,160,-184
46,160,-190
66,160,-184
70,156,-186
64,152,-196
64,140,-194
64,128,-208
60,128,-210
46,146,-208
36,142,-210
40,152,-208
56,154,-184
60,144,-206
64,162,-196
72,166,-192
80,172,-198
86,172,-210
92,150,-218
74,150,-220
64,156,-220
52,154,-214
56,152,-200
62,134,-216
52,136,-214
44,150,-214
44,152,-194
42,166,-192
38,164,-180
42,172,-180
50,156,-176
48,158,-196
42,160,-192
32,164,-176
32,166,-176
40,156,-178
40,146,-182
38,146,-184
32,150,-192
50,136,-210
40,148,-208
44,158,-192
44,154,-194
56,152,-184
62,144,-156
64,148,-168
48,160,-188
46,150,-192
48,146,-180
32,166,-164
36,144,-164
34,140,-164
42,140,-188
34,144,-182
34,156,-164
46,150,-152
54,150,-172
56,144,-176
58,146,-168
54,150,-186
34,142,-206
56,140,-194
56,134,-174
56,140,-178
56,132,-194
64,130,-208
56,140,-184
58,134,-178
62,142,-188
62,144,-182
62,158,-168
64,146,-170
64,144,-174
64,140,-184
62,146,-182
64,136,-202
76,126,-206
72,132,-210
56,150,-200
62,146,-192
64,144,-196
76,128,-214
66,142,-206
54,152,-212
52,150,-206
58,150,-200
64,146,-188
58,142,-202
52,154,-208
56,152,-192
48,158,-200
44,172,-190
30,178,-192
48,168,-192
46,160,-190
48,164,-190
54,146,-206
36,150,-230
46,152,-224
40,160,-212
44,156,-222
38,160,-208
54,184,-180
50,170,-188
40,162,-196
42,160,-208
44,160,-206
52,186,-184
50,156,-220
46,162,-216
44,164,-212
44,164,-204
40,170,-206
34,162,-228
48,164,-198
56,154,-196
54,160,-192
50,156,-212
46,182,-178
48,172,-188
54,158,-188
52,160,-186
56,152,-196
48,148,-208
40,160,-190
52,160,-190
56,152,-184
60,142,-186
56,140,-202
58,130,-218
64,138,-212
60,150,-200
54,144,-196
54,150,-192
60,168,-166
58,162,-174
56,150,-168
52,148,-176
54,146,-188
52,152,-190
42,146,-212
56,154,-196
48,148,-198
54,150,-182
60,140,-186
68,126,-202
60,136,-194
56,146,-192
52,144,-192
52,146,-186
42,158,-176
32,156,-164
54,152,-172
48,146,-178
52,146,-178
52,148,-190
58,166,-164
52,138,-190
46,152,-200
48,150,-192
50,146,-188
48,146,-196
64,134,-206
56,140,-202
52,148,-198
50,152,-190
50,156,-192
48,144,-198
50,134,-212
50,150,-208
46,158,-202
52,154,-176
50,156,-188
50,144,-202
52,138,-222
48,146,-220
50,156,-192
50,156,-202
56,150,-200
64,144,-174
54,154,-182
48,158,-184
48,158,-192
54,158,-200
52,166,-198
40,164,-202
52,160,-204
52,156,-210
52,156,-206
50,152,-202
54,176,-180
44,166,-184
50,158,-188
48,152,-188
52,154,-196
48,166,-208
40,152,-226
54,158,-212
50,156,-208
48,154,-212
56,152,-204
62,154,-172
60,156,-182
50,154,-182
56,148,-194
52,152,-192
44,162,-200
66,134,-210
64,140,-210
52,150,-204
56,148,-210
60,146,-196
50,146,-192
68,150,-166
56,142,-184
52,158,-194
50,154,-200
50,148,-198
54,148,-188
42,146,-202
54,134,-212
60,138,-176
52,146,-176
52,144,-186
56,146,-194
54,154,-192
44,154,-200
38,140,-212
50,138,-206
48,148,-200
52,152,-192
52,148,-182
56,146,-192
50,152,-180
38,144,-212
54,142,-204
48,152,-200
54,152,-190
58,150,-184
54,146,-196
66,158,-172
48,166,-180
54,154,-202
52,152,-202
52,148,-196
54,146,-180
52,152,-192
62,162,-172
46,160,-208
54,152,-194
52,152,-204
54,152,-188
56,148,-190
54,156,-192
44,156,-204
38,144,-218
54,142,-212
54,156,-208
46,152,-198
48,156,-190
56,158,-192
46,142,-198
50,138,-208
62,138,-184
48,152,-184
46,154,-190
46,152,-192
54,152,-194
42,162,-200
26,152,-220
50,150,-200
44,158,-198
52,158,-202
50,152,-196
48,142,-200
64,142,-194
58,146,-184
54,158,-184
50,156,-196
50,156,-200
54,154,-192
44,148,-202
48,144,-228
58,138,-188
48,158,-202
48,152,-198
56,154,-190
52,148,-200
58,162,-178
46,162,-218
54,156,-198
54,152,-206
46,166,-210
44,166,-200
44,152,-220
76,136,-202
74,134,-192
62,152,-192
72,158,-196
64,172,-204
64,168,-192
48,176,-172
46,160,-184
44,148,-190
42,138,-186
40,146,-182
34,148,-194
52,160,-172
28,168,-180
38,148,-196
42,146,-198
48,148,-198
42,156,-188
40,152,-196
62,178,-182
58,154,-196
56,154,-200
66,166,-210
72,182,-224
82,188,-216
72,184,-220
80,146,-224
74,148,-188
58,162,-200
52,154,-182
40,158,-194
38,140,-194
46,162,-170
20,160,-184
34,146,-196
32,148,-194
38,146,-198
42,152,-186
36,148,-192
62,134,-188
56,138,-172
48,150,-176
42,150,-178
44,146,-194
40,156,-188
42,140,-188
48,130,-200
52,136,-168
44,148,-186
44,144,-172
46,146,-176
52,148,-178
42,156,-170
44,142,-206
62,140,-194
62,154,-194
64,146,-192
64,146,-184
56,132,-194
56,128,-200
56,126,-174
40,142,-172
48,142,-182
46,142,-188
54,144,-186
54,152,-194
52,136,-206
64,134,-182
62,144,-178
66,146,-174
64,144,-180
60,144,-192
64,156,-172
48,150,-208
52,156,-194
56,144,-196
54,142,-198
58,146,-194
52,158,-178
44,138,-214
54,152,-194
48,152,-202
54,148,-200
54,146,-192
50,140,-200
64,152,-174
58,150,-184
56,160,-192
50,150,-200
54,148,-202
54,156,-198
52,148,-200
66,144,-184
68,146,-188
50,156,-188
52,158,-192
48,152,-204
50,156,-198
44,154,-206
52,134,-216
56,144,-190
44,164,-184
46,158,-190
48,158,-208
46,162,-202
52,176,-184
30,160,-224
46,162,-218
48,162,-210
48,158,-208
50,154,-196
50,154,-200
40,174,-210
40,174,-192
32,172,-212
50,156,-182
48,156,-214
48,166,-190
50,152,-206
50,156,-204
54,152,-194
50,152,-208
52,150,-196
52,158,-190
54,154,-200
56,150,-194
48,162,-198
64,168,-186
66,132,-174
54,162,-198
56,142,-202
56,142,-212
58,154,-188
48,152,-184
52,144,-202
56,148,-180
50,148,-196
54,150,-180
56,142,-186
54,146,-192
54,144,-192
52,160,-192
50,166,-176
66,132,-168
42,148,-206
54,156,-172
60,130,-194
58,152,-178
50,152,-174
50,152,-198
54,146,-196
54,144,-192
54,146,-182
52,144,-182
48,146,-186
50,160,-192
44,172,-172
40,140,-216
46,158,-190
60,136,-206
52,158,-180
48,150,-192
50,146,-200
50,152,-188
46,152,-196
50,148,-182
50,150,-190
56,144,-196
42,168,-196
60,128,-174
42,136,-208
42,162,-202
56,142,-200
50,144,-216
50,158,-186
50,152,-206
54,158,-182
54,154,-202
54,152,-200
54,152,-190
56,160,-200
50,154,-194
52,150,-200
44,170,-202
62,164,-190
68,138,-174
34,158,-214
48,172,-188
60,142,-214
52,150,-214
54,166,-192
48,158,-200
46,158,-208
50,158,-188
50,158,-206
54,158,-196
46,160,-196
52,152,-196
54,146,-198
48,148,-204
44,166,-206
58,146,-180
66,134,-222
54,158,-176
60,144,-212
56,156,-190
46,154,-206
46,158,-202
58,148,-196
48,152,-192
52,154,-196
50,150,-194
44,162,-204
44,164,-180
64,136,-178
48,164,-202
62,132,-210
50,152,-210
54,160,-186
52,150,-194
56,148,-198
50,146,-200
52,154,-202
48,156,-186
52,156,-192
54,146,-190
58,146,-196
48,156,-200
50,160,-184
64,128,-176
46,152,-218
48,156,-188
64,138,-206
54,146,-208
56,156,-186
54,146,-206
54,150,-200
54,154,-184
54,146,-194
56,146,-196
58,144,-178
54,150,-194
50,150,-190
56,140,-194
52,156,-192
64,142,-180
54,128,-210
38,164,-200
58,140,-182
52,144,-206
56,156,-186
50,148,-176
56,146,-186
54,150,-202
52,152,-188
50,152,-192
60,146,-192
52,144,-192
50,166,-180
60,136,-174
58,132,-212
48,160,-180
60,146,-202
54,158,-204
46,156,-192
50,146,-188
50,148,-192
56,154,-192
40,164,-202
40,150,-218
54,148,-196
48,154,-196
52,154,-186
48,154,-192
58,158,-192
44,158,-202
46,140,-210
58,138,-184
48,156,-182
54,150,-182
52,150,-204
48,154,-192
44,152,-200
70,126,-212
62,142,-182
50,154,-180
52,156,-190
52,152,-204
52,162,-192
38,146,-202
46,142,-218
60,138,-186
50,154,-186
52,154,-180
50,150,-188
52,142,-186
50,146,-196
64,136,-174
56,150,-184
48,158,-200
50,154,-204
46,152,-208
52,150,-184
56,150,-188
56,150,-190
48,148,-198
48,162,-204
58,140,-174
56,132,-208
38,156,-196
62,142,-204
54,150,-212
54,160,-184
52,152,-208
54,150,-180
48,152,-202
54,152,-192
54,152,-190
54,146,-196
56,152,-196
48,146,-192
44,168,-204
64,138,-176
56,130,-210
44,162,-200
66,148,-194
52,144,-212
50,158,-182
56,150,-200
50,148,-202
54,146,-192
48,150,-198
50,150,-190
52,154,-192
52,152,-192
52,140,-194
42,164,-196
64,140,-174
64,130,-194
38,162,-196
58,150,-170
56,142,-206
50,160,-186
50,148,-202
50,152,-208
50,162,-190
50,150,-178
52,152,-184
50,154,-186
54,150,-192
46,166,-202
50,162,-182
62,128,-170
44,154,-210
42,168,-180
62,140,-204
58,158,-186
52,152,-194
52,154,-202
52,152,-186
50,154,-196
48,152,-192
50,156,-194
52,154,-190
48,154,-192
50,170,-192
64,134,-178
58,134,-210
50,164,-202
64,142,-194
52,146,-210
54,160,-192
44,152,-184
48,152,-206
54,150,-184
54,158,-196
50,154,-192
54,152,-188
58,150,-196
52,148,-196
48,144,-192
50,162,-194
60,164,-178
62,136,-168
40,152,-206
46,160,-176
54,140,-206
52,156,-206
50,156,-178
54,154,-202
48,152,-202
54,146,-184
52,148,-200
56,148,-192
54,148,-186
52,148,-190
50,142,-194
48,154,-198
42,160,-182
28,158,-198
38,162,-182
60,134,-206
50,158,-186
48,150,-168
48,154,-202
50,152,-178
50,152,-194
58,144,-200
50,154,-192
54,148,-192
48,144,-194
60,164,-178
64,134,-168
32,156,-204
60,140,-202
54,148,-214
54,160,-186
58,158,-208
58,158,-190
54,154,-182
56,148,-208
54,152,-192
50,154,-200
56,154,-198
62,146,-196
54,150,-200
48,172,-188
64,140,-182
54,130,-210
38,164,-208
56,148,-188
48,146,-208
54,160,-190
48,160,-182
54,162,-212
52,158,-188
50,156,-204
46,158,-196
52,158,-196
54,152,-194
48,146,-200
42,168,-206
60,154,-180
66,136,-194
36,162,-202
54,160,-178
50,144,-204
48,162,-196
48,152,-204
